"variable","category","count","percentage"
"challenge_wellness_routine","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, I follow a regular wellness/fitness routine",2,0.82
"challenge_wellness_routine","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time",3,1.23
"challenge_wellness_routine","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time, I follow a regular wellness/fitness routine",3,1.23
"challenge_wellness_routine","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, I follow a regular wellness/fitness routine",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Lack of motivation / time",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Lack of motivation / time, I follow a regular wellness/fitness routine",2,0.82
"challenge_wellness_routine","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, I follow a regular wellness/fitness routine",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, Lack of motivation / time",2,0.82
"challenge_wellness_routine","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, Lack of motivation / time, I follow a regular wellness/fitness routine",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, I follow a regular wellness/fitness routine",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, Lack of motivation / time",4,1.64
"challenge_wellness_routine","Want a personal trainer but can't afford, Lack of motivation / time, I follow a regular wellness/fitness routine",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, Lack of motivation / time",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, I follow a regular wellness/fitness routine",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, I follow a regular wellness/fitness routine, Lack of yoga center...so prefer walking  atleast 10000 steps .",1,0.41
"challenge_wellness_routine","Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, Lack of motivation / time",5,2.05
"challenge_wellness_routine","Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, Lack of motivation / time, I follow a regular wellness/fitness routine",1,0.41
"frequency_wellness_routine","4 to 5 days a week",92,37.7
"frequency_wellness_routine","Daily",46,18.85
"frequency_wellness_routine","Occasionally / Rarely",45,18.44
"frequency_wellness_routine","Once/twice a week (e.g. weekends)",61,25
"duration_wellness_routine","15-30",71,29.1
"duration_wellness_routine","31-45",65,26.64
"duration_wellness_routine","46-60",49,20.08
"duration_wellness_routine","Less than 15",26,10.66
"duration_wellness_routine","More than 60",33,13.52
"purpose_wellness_routine","Body building",40,16.39
"purpose_wellness_routine","General fitness/strength/flexibility/stamina",126,51.64
"purpose_wellness_routine","Stress/anxiety reduction and/or attain mindfulness",37,15.16
"purpose_wellness_routine","Weight loss/gain",41,16.8
"location_wellness_routine","Garden",2,0.82
"location_wellness_routine","Gym / Studio",68,27.87
"location_wellness_routine","Home - with equipment",36,14.75
"location_wellness_routine","Home - without equipment",104,42.62
"location_wellness_routine","Hybrid - Gym and at Home",23,9.43
"location_wellness_routine","Other side on the road",1,0.41
"location_wellness_routine","Outdoor",1,0.41
"location_wellness_routine","Outdoors",1,0.41
"location_wellness_routine","park",1,0.41
"location_wellness_routine","Park",1,0.41
"location_wellness_routine","Parks",1,0.41
"location_wellness_routine","Sports",1,0.41
"location_wellness_routine","Sports Club",1,0.41
"location_wellness_routine","walk swimming",1,0.41
"location_wellness_routine","Walking outdoor",1,0.41
"location_wellness_routine","Walking track",1,0.41
"challenge_nutrition_routine","Can't cook at home",5,2.05
"challenge_nutrition_routine","Can't cook at home, Find it too difficult to follow a routine",3,1.23
"challenge_nutrition_routine","Can't cook at home, Find it too difficult to follow a routine, I follow a balanced diet routine",4,1.64
"challenge_nutrition_routine","Can't cook at home, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","Can't cook at home, My schedule doesn't permit regularity in my eating habits",1,0.41
"challenge_nutrition_routine","Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine",2,0.82
"challenge_nutrition_routine","Can't cook at home, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine",3,1.23
"challenge_nutrition_routine","Find it too difficult to follow a routine",11,4.51
"challenge_nutrition_routine","Find it too difficult to follow a routine, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","I follow a balanced diet routine",14,5.74
"challenge_nutrition_routine","I follow a balanced diet routine, I don't care enough",1,0.41
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion",9,3.69
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Can't cook at home, Find it too difficult to follow a routine",3,1.23
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Can't cook at home, Find it too difficult to follow a routine, I follow a balanced diet routine",4,1.64
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Can't cook at home, My schedule doesn't permit regularity in my eating habits",3,1.23
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine",5,2.05
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Can't cook at home, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Find it too difficult to follow a routine",4,1.64
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, My schedule doesn't permit regularity in my eating habits",5,2.05
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine",6,2.46
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine",3,1.23
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food",8,3.28
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home",1,0.41
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine",7,2.87
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, I follow a balanced diet routine",3,1.23
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits",2,0.82
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine",2,0.82
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, Find it too difficult to follow a routine",11,4.51
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits",8,3.28
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine",9,3.69
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine",3,1.23
"challenge_nutrition_routine","Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine",3,1.23
"challenge_nutrition_routine","My schedule doesn't permit regularity in my eating habits",16,6.56
"challenge_nutrition_routine","My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine",10,4.1
"challenge_nutrition_routine","My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine",2,0.82
"challenge_nutrition_routine","Temptation for junk food",13,5.33
"challenge_nutrition_routine","Temptation for junk food, Can't cook at home",2,0.82
"challenge_nutrition_routine","Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine",7,2.87
"challenge_nutrition_routine","Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","Temptation for junk food, Can't cook at home, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits",1,0.41
"challenge_nutrition_routine","Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine",4,1.64
"challenge_nutrition_routine","Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine",3,1.23
"challenge_nutrition_routine","Temptation for junk food, Find it too difficult to follow a routine",10,4.1
"challenge_nutrition_routine","Temptation for junk food, Find it too difficult to follow a routine, I follow a balanced diet routine",2,0.82
"challenge_nutrition_routine","Temptation for junk food, I follow a balanced diet routine",1,0.41
"challenge_nutrition_routine","Temptation for junk food, My schedule doesn't permit regularity in my eating habits",5,2.05
"challenge_nutrition_routine","Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine",8,3.28
"challenge_nutrition_routine","Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine",5,2.05
"challenge_nutrition_routine","Temptation for junk food, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine",2,0.82
"remote_training_likelihood","I am interested to try out",73,29.92
"remote_training_likelihood","I am not interested to try",37,15.16
"remote_training_likelihood","I have already tried",55,22.54
"remote_training_likelihood","I may try only if I find something very interesting",79,32.38
"online_service_challenges","2.0",1,0.41
"online_service_challenges","Absence of ambience of a gym/studio and fellow members in online mode",21,8.61
"online_service_challenges","Absence of ambience of a gym/studio and fellow members in online mode, Group n frnds  can help you for motivation",1,0.41
"online_service_challenges","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly",8,3.28
"online_service_challenges","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",10,4.1
"online_service_challenges","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home",10,4.1
"online_service_challenges","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly",6,2.46
"online_service_challenges","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",5,2.05
"online_service_challenges","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",8,3.28
"online_service_challenges","Absence of ambience of a gym/studio and fellow members in online mode, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",2,0.82
"online_service_challenges","Currently outdoor preferred",1,0.41
"online_service_challenges","For me walking is better",1,0.41
"online_service_challenges","I don't have access to right kind of space to practice regularly",6,2.46
"online_service_challenges","I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",3,1.23
"online_service_challenges","I don't want to invest in buying any accessories at home",19,7.79
"online_service_challenges","I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly",3,1.23
"online_service_challenges","I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",5,2.05
"online_service_challenges","I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",6,2.46
"online_service_challenges","I don’t think online training is effective",34,13.93
"online_service_challenges","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode",9,3.69
"online_service_challenges","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly",2,0.82
"online_service_challenges","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",7,2.87
"online_service_challenges","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home",4,1.64
"online_service_challenges","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly",7,2.87
"online_service_challenges","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",7,2.87
"online_service_challenges","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",5,2.05
"online_service_challenges","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",4,1.64
"online_service_challenges","I don’t think online training is effective, I don't have access to right kind of space to practice regularly",3,1.23
"online_service_challenges","I don’t think online training is effective, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",5,2.05
"online_service_challenges","I don’t think online training is effective, I don't want to invest in buying any accessories at home",4,1.64
"online_service_challenges","I don’t think online training is effective, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly",3,1.23
"online_service_challenges","I don’t think online training is effective, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",7,2.87
"online_service_challenges","I don’t think online training is effective, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",7,2.87
"online_service_challenges","I don’t think online training is effective, Instant feedback is very important to me which I think online delivery wellness/fitness services lack",4,1.64
"online_service_challenges","I have already tried online wellness and fitness service, and I faced no challenge. I was able to push myself and be was regularly attending it, than attending offline classes.",1,0.41
"online_service_challenges","I think it's effective. There are very good free courses on YouTube. I do yoga following a teacher on YouTube. I don't see why I should pay for an online course when it's freely available and is of good quality. I'm willing to consider paying for an offline experience though. Just that there is not enough motivation or time for considering that actively.",1,0.41
"online_service_challenges","Instant feedback is very important to me which I think online delivery wellness/fitness services lack",8,3.28
"online_service_challenges","Online Fitness Apps are very good if well structured. Like I use Home Workout App and it's good.",1,0.41
"online_service_challenges",NA,5,2.05
"willingness_to_pay","More than Rs. 5000",6,2.46
"willingness_to_pay","Not more than Rs. 500",100,40.98
"willingness_to_pay","Rs. 1000-2500",47,19.26
"willingness_to_pay","Rs. 2500-5000",17,6.97
"willingness_to_pay","Rs. 500 - 1000",74,30.33
"ideal_subscription_cycle","Annual subscription with price discount benefits",87,35.66
"ideal_subscription_cycle","Half yearly",1,0.41
"ideal_subscription_cycle","Monthly subscription at a price slightly higher than annual subscription",75,30.74
"ideal_subscription_cycle","No",1,0.41
"ideal_subscription_cycle","Not interested - so far outdoor is working fine",1,0.41
"ideal_subscription_cycle","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price",44,18.03
"ideal_subscription_cycle","Weekly subscription at a price slightly higher than monthly subscription",28,11.48
"ideal_subscription_cycle","Without clear advantage, don't see a point in paying.",1,0.41
"ideal_subscription_cycle",NA,6,2.46
"price_of_service","Not important at all",12,4.92
"price_of_service","Not so important",39,15.98
"price_of_service","Neutral",40,16.39
"price_of_service","Important",99,40.57
"price_of_service","Very Important",54,22.13
"expertise_credibility","Not important at all",11,4.51
"expertise_credibility","Not so important",23,9.43
"expertise_credibility","Neutral",22,9.02
"expertise_credibility","Important",84,34.43
"expertise_credibility","Very Important",104,42.62
"language_instructions","Not important at all",19,7.79
"language_instructions","Not so important",40,16.39
"language_instructions","Neutral",42,17.21
"language_instructions","Important",92,37.7
"language_instructions","Very Important",51,20.9
"flexibility_time_slots","Not important at all",14,5.74
"flexibility_time_slots","Not so important",21,8.61
"flexibility_time_slots","Neutral",30,12.3
"flexibility_time_slots","Important",91,37.3
"flexibility_time_slots","Very Important",88,36.07
"availability_hybrid_options","Not important at all",15,6.15
"availability_hybrid_options","Not so important",23,9.43
"availability_hybrid_options","Neutral",45,18.44
"availability_hybrid_options","Important",91,37.3
"availability_hybrid_options","Very Important",70,28.69
